Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2017,Ukraine,UKR,Armenia,ARM,113,0,5,0,0,0,0,-,0
2017,Ukraine,UKR,Australia,AUS,18,82,0,0,0,0,0,-,0
2017,Ukraine,UKR,Austria,AUT,292,770,0,0,0,0,0,-,0
2017,Ukraine,UKR,Azerbaijan,AZE,6,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Belgium,BEL,166,195,0,0,0,0,0,-,0
2017,Ukraine,UKR,Belarus,BLR,1694,255,0,0,0,0,0,-,0
2017,Ukraine,UKR,Brazil,BRA,10,65,0,0,0,0,0,-,0
2017,Ukraine,UKR,Bulgaria,BGR,0,50,0,0,0,0,0,-,0
2017,Ukraine,UKR,Canada,CAN,1126,432,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Costa Rica",CRI,17,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Cyprus,CYP,30,110,0,0,0,0,0,-,0
2017,Ukraine,UKR,Czechia,CZE,444,186,0,0,0,0,0,-,0
2017,Ukraine,UKR,Denmark,DNK,26,43,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Dominican Rep.",DOM,5,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Ecuador,ECU,0,14,0,0,0,0,0,-,0
2017,Ukraine,UKR,Estonia,EST,88,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Finland,FIN,10,21,0,0,0,0,0,-,0
2017,Ukraine,UKR,France,FRA,1605,439,0,0,0,0,0,-,0
2017,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,110,137,0,0,0,0,0,-,0
2017,Ukraine,UKR,Georgia,GEO,654,5,0,0,0,0,0,-,0
2017,Ukraine,UKR,Germany,DEU,631,3963,0,0,0,0,0,-,0
2017,Ukraine,UKR,Greece,GRC,134,99,0,0,0,0,0,-,0
2017,Ukraine,UKR,Croatia,HRV,5,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Hungary,HUN,19,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Iceland,ISL,15,6,0,0,0,0,0,-,0
2017,Ukraine,UKR,India,IND,0,6,0,0,0,0,0,-,0
2017,Ukraine,UKR,Ireland,IRL,110,66,0,0,0,0,0,-,0
2017,Ukraine,UKR,Israel,ISR,0,11507,0,0,0,0,0,-,0
2017,Ukraine,UKR,Italy,ITA,4947,4453,0,0,0,0,0,-,0
2017,Ukraine,UKR,Jordan,JOR,0,17,0,0,0,0,0,-,0
2017,Ukraine,UKR,Kyrgyzstan,KGZ,17,9,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Rep. of Korea",KOR,12,18,0,0,0,0,0,-,0
2017,Ukraine,UKR,Kuwait,KWT,0,5,0,0,0,0,0,-,0
2017,Ukraine,UKR,Lebanon,LBN,0,5,0,0,0,0,5,-,0
2017,Ukraine,UKR,Liechtenstein,LIE,5,5,0,0,0,0,0,-,0
2017,Ukraine,UKR,Lithuania,LTU,63,21,0,0,0,0,0,-,0
2017,Ukraine,UKR,Luxembourg,LUX,6,40,0,0,0,0,0,-,0
2017,Ukraine,UKR,Mauritania,MRT,5,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Rep. of Moldova",MDA,60,16,0,0,0,0,0,-,0
2017,Ukraine,UKR,Mexico,MEX,9,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Malta,MLT,120,68,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,23,32,0,0,0,0,0,-,0
2017,Ukraine,UKR,Norway,NOR,9,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,"New Zealand",NZL,0,5,0,0,0,0,0,-,0
2017,Ukraine,UKR,Panama,PAN,0,5,0,0,0,0,0,-,0
2017,Ukraine,UKR,Peru,PER,15,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Poland,POL,369,333,0,0,0,0,0,-,0
2017,Ukraine,UKR,Portugal,PRT,373,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Romania,ROU,37,5,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Russian Federation",RUS,123600,1512,0,0,0,0,0,-,0
2017,Ukraine,UKR,Spain,ESP,368,4466,0,0,0,0,0,-,0
2017,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,15,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Slovakia,SVK,23,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Slovenia,SVN,5,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Sweden,SWE,208,387,0,0,0,0,0,-,0
2017,Ukraine,UKR,Switzerland,CHE,42,84,0,0,0,0,0,-,0
2017,Ukraine,UKR,Thailand,THA,5,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,Ukraine,UKR,0,0,0,1800000,0,0,0,-,0
2017,Ukraine,UKR,Uruguay,URY,11,0,0,0,0,0,0,-,0
2017,Ukraine,UKR,"United States of America",USA,1812,7574,0,0,0,0,0,-,0
2018,Ukraine,UKR,Argentina,ARG,106,125,0,0,0,0,0,-,0
2018,Ukraine,UKR,Armenia,ARM,115,5,0,0,0,0,0,-,0
2018,Ukraine,UKR,Australia,AUS,22,87,0,0,0,0,0,-,0
2018,Ukraine,UKR,Austria,AUT,282,537,0,0,0,0,0,-,0
2018,Ukraine,UKR,Azerbaijan,AZE,5,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Belgium,BEL,166,185,0,0,0,0,0,-,0
2018,Ukraine,UKR,Belarus,BLR,1804,133,0,0,0,0,0,-,0
2018,Ukraine,UKR,Brazil,BRA,14,65,0,0,0,0,0,-,0
2018,Ukraine,UKR,Bulgaria,BGR,0,40,0,0,0,0,0,-,0
2018,Ukraine,UKR,Canada,CAN,1319,298,0,0,0,0,0,-,0
2018,Ukraine,UKR,"Costa Rica",CRI,17,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Cyprus,CYP,30,120,0,0,0,0,0,-,0
2018,Ukraine,UKR,Czechia,CZE,318,241,0,0,0,0,0,-,0
2018,Ukraine,UKR,Denmark,DNK,27,46,0,0,0,0,0,-,0
2018,Ukraine,UKR,Ecuador,ECU,14,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Estonia,EST,64,9,0,0,0,0,0,-,0
2018,Ukraine,UKR,Finland,FIN,8,38,0,0,0,0,0,-,0
2018,Ukraine,UKR,France,FRA,1715,703,0,0,0,0,0,-,0
2018,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,144,178,0,0,0,0,0,-,0
2018,Ukraine,UKR,Georgia,GEO,617,10,0,0,0,0,0,-,0
2018,Ukraine,UKR,Germany,DEU,741,3149,0,0,0,0,0,-,0
2018,Ukraine,UKR,Greece,GRC,145,117,0,0,0,0,0,-,0
2018,Ukraine,UKR,Croatia,HRV,8,5,0,0,0,0,0,-,0
2018,Ukraine,UKR,Hungary,HUN,19,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Iceland,ISL,17,24,0,0,0,0,0,-,0
2018,Ukraine,UKR,India,IND,0,7,0,0,0,0,0,-,0
2018,Ukraine,UKR,Ireland,IRL,78,53,0,0,0,0,0,-,0
2018,Ukraine,UKR,Israel,ISR,0,7857,0,0,0,0,0,-,0
2018,Ukraine,UKR,Italy,ITA,5861,4164,0,0,0,0,0,-,0
2018,Ukraine,UKR,Jordan,JOR,0,18,0,0,0,0,0,-,0
2018,Ukraine,UKR,Kyrgyzstan,KGZ,19,6,5,0,0,0,0,-,0
2018,Ukraine,UKR,"Rep. of Korea",KOR,14,59,0,0,0,0,0,-,0
2018,Ukraine,UKR,Kuwait,KWT,0,5,0,0,0,0,0,-,0
2018,Ukraine,UKR,Lebanon,LBN,0,5,0,0,0,0,0,-,0
2018,Ukraine,UKR,Liechtenstein,LIE,5,9,0,0,0,0,0,-,0
2018,Ukraine,UKR,Lithuania,LTU,64,7,0,0,0,0,0,-,0
2018,Ukraine,UKR,Luxembourg,LUX,6,20,0,0,0,0,0,-,0
2018,Ukraine,UKR,Mauritania,MRT,5,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,"Rep. of Moldova",MDA,58,10,0,0,0,0,0,-,0
2018,Ukraine,UKR,Mexico,MEX,18,5,0,0,0,0,0,-,0
2018,Ukraine,UKR,Malta,MLT,136,43,0,0,0,0,0,-,0
2018,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,23,31,0,0,0,0,0,-,0
2018,Ukraine,UKR,Norway,NOR,10,14,0,0,0,0,0,-,0
2018,Ukraine,UKR,Panama,PAN,0,5,0,0,0,0,0,-,0
2018,Ukraine,UKR,Peru,PER,16,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Poland,POL,464,309,0,0,0,0,0,-,0
2018,Ukraine,UKR,Portugal,PRT,423,15,0,0,0,0,0,-,0
2018,Ukraine,UKR,Romania,ROU,28,7,0,0,0,0,0,-,0
2018,Ukraine,UKR,"Russian Federation",RUS,75146,795,0,0,0,0,0,-,0
2018,Ukraine,UKR,Spain,ESP,562,4300,0,0,0,0,0,-,0
2018,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,15,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Slovakia,SVK,23,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Slovenia,SVN,5,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Sweden,SWE,215,445,0,0,0,0,0,-,0
2018,Ukraine,UKR,Switzerland,CHE,56,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,Ukraine,UKR,0,0,0,1500002,0,0,0,-,0
2018,Ukraine,UKR,Uruguay,URY,11,0,0,0,0,0,0,-,0
2018,Ukraine,UKR,"United States of America",USA,2270,7661,0,0,0,0,0,-,0
2019,Ukraine,UKR,Argentina,ARG,117,91,0,0,0,0,0,-,0
2019,Ukraine,UKR,Armenia,ARM,116,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,Australia,AUS,24,118,0,0,0,0,0,-,0
2019,Ukraine,UKR,Austria,AUT,265,313,0,0,0,0,0,-,0
2019,Ukraine,UKR,Azerbaijan,AZE,5,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Belgium,BEL,254,105,0,0,0,0,0,-,0
2019,Ukraine,UKR,Belarus,BLR,2300,98,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,5,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Brazil,BRA,17,79,0,0,0,0,0,-,0
2019,Ukraine,UKR,Bulgaria,BGR,0,40,0,0,0,0,0,-,0
2019,Ukraine,UKR,Canada,CAN,1199,307,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Costa Rica",CRI,13,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Cyprus,CYP,30,135,0,0,0,0,0,-,0
2019,Ukraine,UKR,Czechia,CZE,305,146,0,0,0,0,0,-,0
2019,Ukraine,UKR,Denmark,DNK,28,29,0,0,0,0,0,-,0
2019,Ukraine,UKR,Ecuador,ECU,14,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Estonia,EST,62,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Finland,FIN,11,25,0,0,0,0,0,-,0
2019,Ukraine,UKR,France,FRA,1839,1020,0,0,0,0,0,-,0
2019,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,185,233,0,0,0,0,0,-,0
2019,Ukraine,UKR,Georgia,GEO,306,6,0,0,0,0,252,-,0
2019,Ukraine,UKR,Germany,DEU,847,2312,0,0,0,0,0,-,0
2019,Ukraine,UKR,Greece,GRC,151,97,0,0,0,0,0,-,0
2019,Ukraine,UKR,Croatia,HRV,8,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Hungary,HUN,15,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Iceland,ISL,18,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,India,IND,0,9,0,0,0,0,0,-,0
2019,Ukraine,UKR,Ireland,IRL,81,33,0,0,0,0,0,-,0
2019,Ukraine,UKR,Israel,ISR,5,5056,0,0,0,0,0,-,0
2019,Ukraine,UKR,Italy,ITA,6353,1189,0,0,0,0,0,-,0
2019,Ukraine,UKR,Jordan,JOR,0,19,0,0,0,0,0,-,0
2019,Ukraine,UKR,Kyrgyzstan,KGZ,23,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Rep. of Korea",KOR,14,64,0,0,0,0,0,-,0
2019,Ukraine,UKR,Kuwait,KWT,0,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,Lebanon,LBN,0,0,0,0,0,0,5,-,0
2019,Ukraine,UKR,Liechtenstein,LIE,5,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Lithuania,LTU,64,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,Luxembourg,LUX,6,25,0,0,0,0,0,-,0
2019,Ukraine,UKR,Mauritania,MRT,5,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Rep. of Moldova",MDA,53,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,Mexico,MEX,17,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,Malta,MLT,142,59,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,20,59,0,0,0,0,0,-,0
2019,Ukraine,UKR,Norway,NOR,10,15,0,0,0,0,0,-,0
2019,Ukraine,UKR,Panama,PAN,0,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,Peru,PER,17,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Poland,POL,485,515,0,0,0,0,0,-,0
2019,Ukraine,UKR,Portugal,PRT,436,93,0,0,0,0,0,-,0
2019,Ukraine,UKR,Romania,ROU,22,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,"South Africa",ZAF,5,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Russian Federation",RUS,40393,858,0,0,0,0,0,-,0
2019,Ukraine,UKR,Spain,ESP,631,6460,0,0,0,0,0,-,0
2019,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,15,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Slovakia,SVK,24,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Slovenia,SVN,5,0,0,0,0,0,0,-,0
2019,Ukraine,UKR,Sweden,SWE,223,471,0,0,0,0,0,-,0
2019,Ukraine,UKR,Switzerland,CHE,65,50,0,0,0,0,0,-,0
2019,Ukraine,UKR,Ukraine,UKR,0,0,0,734000,0,0,1680000,-,0
2019,Ukraine,UKR,Uruguay,URY,11,5,0,0,0,0,0,-,0
2019,Ukraine,UKR,"United States of America",USA,2580,7817,0,0,0,0,0,-,0
2020,Ukraine,UKR,Argentina,ARG,118,88,0,0,0,0,0,-,0
2020,Ukraine,UKR,Armenia,ARM,115,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Australia,AUS,24,97,0,0,0,0,0,-,0
2020,Ukraine,UKR,Austria,AUT,251,182,0,0,0,0,0,-,0
2020,Ukraine,UKR,Azerbaijan,AZE,5,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Belgium,BEL,254,155,0,0,0,0,0,-,0
2020,Ukraine,UKR,Belarus,BLR,2471,96,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,5,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Brazil,BRA,19,80,0,0,0,0,0,-,0
2020,Ukraine,UKR,Bulgaria,BGR,0,32,0,0,0,0,0,-,0
2020,Ukraine,UKR,Canada,CAN,1205,190,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Costa Rica",CRI,13,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Cyprus,CYP,30,139,0,0,0,0,0,-,0
2020,Ukraine,UKR,Czechia,CZE,284,121,0,0,0,0,0,-,0
2020,Ukraine,UKR,Denmark,DNK,29,28,0,0,0,0,0,-,0
2020,Ukraine,UKR,Ecuador,ECU,15,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Estonia,EST,29,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Finland,FIN,11,43,0,0,0,0,0,-,0
2020,Ukraine,UKR,France,FRA,1921,1940,0,0,0,0,0,-,0
2020,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,208,228,0,0,0,0,0,-,0
2020,Ukraine,UKR,Georgia,GEO,493,13,0,0,0,0,0,-,0
2020,Ukraine,UKR,Germany,DEU,895,1519,0,0,0,0,0,-,0
2020,Ukraine,UKR,Greece,GRC,158,63,0,0,0,0,0,-,0
2020,Ukraine,UKR,Croatia,HRV,8,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Hungary,HUN,14,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Iceland,ISL,19,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,India,IND,0,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Ireland,IRL,85,19,0,0,0,0,0,-,0
2020,Ukraine,UKR,Israel,ISR,27,1829,0,0,0,0,0,-,0
2020,Ukraine,UKR,Italy,ITA,2920,961,0,0,0,0,0,-,0
2020,Ukraine,UKR,Jordan,JOR,0,10,0,0,0,0,0,-,0
2020,Ukraine,UKR,Kyrgyzstan,KGZ,21,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Rep. of Korea",KOR,14,30,0,0,0,0,0,-,0
2020,Ukraine,UKR,Kuwait,KWT,0,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Lebanon,LBN,0,0,0,0,0,0,5,-,0
2020,Ukraine,UKR,Liechtenstein,LIE,5,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Lithuania,LTU,64,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Luxembourg,LUX,5,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Rep. of Moldova",MDA,33,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Mexico,MEX,17,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Malta,MLT,141,44,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,21,21,0,0,0,0,0,-,0
2020,Ukraine,UKR,Norway,NOR,10,9,0,0,0,0,0,-,0
2020,Ukraine,UKR,Panama,PAN,0,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,Peru,PER,17,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Poland,POL,416,305,0,0,0,0,0,-,0
2020,Ukraine,UKR,Portugal,PRT,443,59,0,0,0,0,0,-,0
2020,Ukraine,UKR,Romania,ROU,20,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,"South Africa",ZAF,5,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Russian Federation",RUS,18428,148,0,0,0,0,0,-,0
2020,Ukraine,UKR,Spain,ESP,922,4290,0,0,0,0,0,-,0
2020,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,15,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Slovakia,SVK,24,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Slovenia,SVN,5,0,0,0,0,0,0,-,0
2020,Ukraine,UKR,Sweden,SWE,232,390,0,0,0,0,0,-,0
2020,Ukraine,UKR,Switzerland,CHE,80,25,0,0,0,0,0,-,0
2020,Ukraine,UKR,Ukraine,UKR,0,0,0,734000,0,0,1620000,-,0
2020,Ukraine,UKR,Uruguay,URY,11,5,0,0,0,0,0,-,0
2020,Ukraine,UKR,"United States of America",USA,2581,8222,0,0,0,0,0,-,0
2021,Ukraine,UKR,Argentina,ARG,121,84,0,0,0,0,0,-,0
2021,Ukraine,UKR,Armenia,ARM,117,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Australia,AUS,18,99,0,0,0,0,0,-,0
2021,Ukraine,UKR,Austria,AUT,253,113,0,0,0,0,0,-,0
2021,Ukraine,UKR,Azerbaijan,AZE,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Belgium,BEL,289,155,0,0,0,0,0,-,0
2021,Ukraine,UKR,Belarus,BLR,2378,14,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Brazil,BRA,20,83,0,0,0,0,0,-,0
2021,Ukraine,UKR,Bulgaria,BGR,0,6,0,0,0,0,0,-,0
2021,Ukraine,UKR,Canada,CAN,1228,98,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Costa Rica",CRI,13,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Cyprus,CYP,31,64,0,0,0,0,0,-,0
2021,Ukraine,UKR,Czechia,CZE,225,120,0,0,0,0,0,-,0
2021,Ukraine,UKR,Denmark,DNK,29,14,0,0,0,0,0,-,0
2021,Ukraine,UKR,Ecuador,ECU,15,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Estonia,EST,28,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Finland,FIN,11,14,0,0,0,0,0,-,0
2021,Ukraine,UKR,France,FRA,2801,588,0,0,0,0,0,-,0
2021,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,225,266,0,0,0,0,0,-,0
2021,Ukraine,UKR,Georgia,GEO,481,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Germany,DEU,918,1328,0,0,0,0,0,-,0
2021,Ukraine,UKR,Greece,GRC,169,99,0,0,0,0,0,-,0
2021,Ukraine,UKR,Croatia,HRV,8,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Hungary,HUN,13,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Iceland,ISL,20,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,India,IND,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Ireland,IRL,79,15,0,0,0,0,0,-,0
2021,Ukraine,UKR,Israel,ISR,27,544,0,0,0,0,0,-,0
2021,Ukraine,UKR,Italy,ITA,3379,680,0,0,0,0,0,-,0
2021,Ukraine,UKR,Jordan,JOR,0,9,0,0,0,0,0,-,0
2021,Ukraine,UKR,Kyrgyzstan,KGZ,18,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Rep. of Korea",KOR,14,24,0,0,0,0,0,-,0
2021,Ukraine,UKR,Kuwait,KWT,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Lebanon,LBN,0,0,0,0,0,0,5,-,0
2021,Ukraine,UKR,Liechtenstein,LIE,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Lithuania,LTU,64,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Luxembourg,LUX,5,10,0,0,0,0,0,-,0
2021,Ukraine,UKR,Latvia,LVA,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Rep. of Moldova",MDA,18,7,0,0,0,0,0,-,0
2021,Ukraine,UKR,Mexico,MEX,19,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Malta,MLT,142,54,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Netherlands (Kingdom of the)",NLD,34,35,0,0,0,0,0,-,0
2021,Ukraine,UKR,Norway,NOR,13,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Panama,PAN,0,5,0,0,0,0,0,-,0
2021,Ukraine,UKR,Peru,PER,17,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Poland,POL,422,109,0,0,0,0,0,-,0
2021,Ukraine,UKR,Portugal,PRT,447,40,0,0,0,0,0,-,0
2021,Ukraine,UKR,Romania,ROU,17,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,"South Africa",ZAF,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Russian Federation",RUS,8921,126,0,0,0,0,0,-,0
2021,Ukraine,UKR,Spain,ESP,1515,2820,0,0,0,0,0,-,0
2021,Ukraine,UKR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,15,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Slovakia,SVK,24,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Slovenia,SVN,5,0,0,0,0,0,0,-,0
2021,Ukraine,UKR,Sweden,SWE,226,334,0,0,0,0,0,-,0
2021,Ukraine,UKR,Switzerland,CHE,91,29,0,0,0,0,0,-,0
2021,Ukraine,UKR,Ukraine,UKR,0,0,0,854000,0,0,1424800,-,0
2021,Ukraine,UKR,Uruguay,URY,11,6,0,0,0,0,0,-,0
2021,Ukraine,UKR,"United States of America",USA,2608,11404,0,0,0,0,0,-,0
2022,Ukraine,UKR,Albania,ALB,2542,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Egypt,EGY,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Argentina,ARG,121,59,0,0,0,0,0,-,0
2022,Ukraine,UKR,Armenia,ARM,406,122,0,0,0,0,0,-,0
2022,Ukraine,UKR,Australia,AUS,1527,502,0,0,0,0,0,-,0
2022,Ukraine,UKR,Austria,AUT,89862,249,12000,0,0,0,0,-,0
2022,Ukraine,UKR,Azerbaijan,AZE,4770,77,0,0,0,0,0,-,0
2022,Ukraine,UKR,Belgium,BEL,61975,685,6000,0,0,0,0,-,0
2022,Ukraine,UKR,Belarus,BLR,19384,532,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Bolivia (Plurinational State of)",BOL,5,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Brazil,BRA,43,65,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Bosnia and Herzegovina",BIH,147,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Bulgaria,BGR,149215,16,43000,0,0,0,0,-,0
2022,Ukraine,UKR,Canada,CAN,75098,196,6000,0,0,0,0,-,0
2022,Ukraine,UKR,China,CHN,0,18,0,0,0,0,0,-,0
2022,Ukraine,UKR,Chile,CHL,46,53,0,0,0,0,0,-,0
2022,Ukraine,UKR,Colombia,COL,8,21,0,0,0,0,0,-,0
2022,Ukraine,UKR,"Costa Rica",CRI,13,40,0,0,0,0,0,-,0
2022,Ukraine,UKR,Cyprus,CYP,12472,94,0,0,0,0,0,-,0
2022,Ukraine,UKR,Czechia,CZE,433501,137,76000,0,0,0,0,-,0
2022,Ukraine,UKR,Denmark,DNK,32839,867,6000,0,0,0,0,-,0
2022,Ukraine,UKR,"Dominican Rep.",DOM,0,14,0,0,0,0,0,-,0
2022,Ukraine,UKR,Ecuador,ECU,79,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Estonia,EST,40298,518,5000,0,0,0,0,-,0
2022,Ukraine,UKR,Finland,FIN,44953,553,0,0,0,0,0,-,0
2022,Ukraine,UKR,France,FRA,69302,1270,23000,0,0,0,0,-,0
2022,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,182423,976,8000,0,0,0,0,-,0
2022,Ukraine,UKR,Georgia,GEO,26446,52,6000,0,0,0,0,-,0
2022,Ukraine,UKR,Germany,DEU,1002999,1383,76000,0,0,0,0,-,0
2022,Ukraine,UKR,Ghana,GHA,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Greece,GRC,21827,104,6000,0,0,0,0,-,0
2022,Ukraine,UKR,Guatemala,GTM,0,5,0,0,0,0,0,-,0
2022,Ukraine,UKR,Croatia,HRV,19416,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,Hungary,HUN,29632,5,8000,0,0,0,0,-,0
2022,Ukraine,UKR,Iceland,ISL,2335,0,0,0,0,0,0,-,0
2022,Ukraine,UKR,India,IND,0,58,0,0,0,0,0,-,0
2022,Ukraine,UKR,Ireland,IRL,70578,238,7000,0,0,0,0,-,0
