STRUCTURE,STRUCTURE_ID,freq,citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,1998,3268189,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,1999,3341626,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2000,3375334,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2001,3370320,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2002,3414302,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2003,3453958,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2004,3481378,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2005,3483231,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2006,3243866,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2007,3498737,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2008,3529287,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2009,3511082,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2010,3498393,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2011,3057369,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2012,3151709,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2013,3280251,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2014,3440178,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,F,DE,2015,3659559,,
