STRUCTURE,STRUCTURE_ID,freq,citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,BE,2024,1633795,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,BG,2024,119111,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,CY,2024,231985,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,CZ,2024,945560,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,DE,2024,12108988,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,DK,2024,649944,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,EE,2024,246478,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,EL,2024,743847,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,ES,2024,6502282,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,FI,2024,371345,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,FR,2024,6028512,p,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,HR,2024,115174,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,HU,2024,250722,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,IE,2024,818556,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,IT,2024,5253658,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,LT,2024,136045,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,LU,2024,317531,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,LV,2024,258043,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,MT,2024,158368,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,NL,2024,1523873,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,PL,2024,430246,ep,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,PT,2024,1045398,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,RO,2024,231408,e,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,SE,2024,834339,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,SI,2024,203273,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,TOTAL,NR,T,SK,2024,62987,,
