STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2000,,10448053,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2001,,10414373,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2002,,10206436,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2003,,10203269,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2004,,10211455,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2005,,10220577,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2006,,10251079,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2007,,10287189,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2008,,10381130,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2009,,10467542,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2010,,10506813,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2011,,10532770,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2012,,10505445,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2013,,10516125,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2014,,10512419,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2015,,10538275,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2016,,10553843,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2017,,10578820,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2018,,10610055,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2019,,10649800,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2020,,10693939,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2021,,10494836,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2022,,10516707,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2023,,10827529,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,CZ,Czechia,2024,,10900555,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2000,,82163475,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2001,,82259540,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2002,,82440309,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2003,,82536680,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2004,,82531671,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2005,,82500849,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2006,,82437995,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2007,,82314906,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2008,,82217837,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2009,,82002356,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2010,,81802257,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2011,,80222065,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2012,,80327900,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2013,,80523746,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2014,,80767463,,e,estimated,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2015,,81197537,,e,estimated,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2016,,82175684,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2017,,82521653,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2018,,82792351,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2019,,83019213,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2020,,83166711,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2021,,83155031,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2022,,83237124,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2023,,83118501,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DE,Germany,2024,,83456045,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2000,,5330020,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2001,,5349212,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2002,,5368354,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2003,,5383507,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2004,,5397640,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2005,,5411405,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2006,,5427459,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2007,,5447084,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2008,,5475751,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2009,,5511451,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2010,,5534738,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2011,,5560628,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2012,,5580516,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2013,,5602628,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2014,,5627235,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2015,,5659715,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2016,,5707251,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2017,,5748769,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2018,,5781190,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2019,,5806081,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2020,,5822763,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2021,,5840045,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2022,,5873420,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2023,,5932654,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,DK,Denmark,2024,,5961249,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2000,,1370052,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2006,,1344684,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2007,,1342409,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2008,,1340935,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2009,,1340415,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2010,,1340127,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2011,,1320976,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2012,,1318005,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2013,,1320174,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2014,,1315819,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2015,,1314870,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2016,,1315944,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2017,,1315635,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2018,,1319133,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2019,,1324820,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2020,,1328976,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2021,,1330068,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2022,,1331796,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2023,,1365884,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EE,Estonia,2024,,1374687,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2001,,10964080,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2002,,10968708,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2003,,11006377,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2004,,11040650,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2005,,11082751,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2006,,11125179,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2007,,11171740,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2008,,11213785,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2009,,11094745,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2010,,11119289,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2011,,11123392,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2012,,11086406,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2013,,11003615,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2014,,10926807,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2015,,10858018,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2016,,10783748,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2017,,10768193,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2018,,10741165,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2019,,10724599,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2020,,10718565,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2021,,10678632,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2022,,10459782,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2023,,10413982,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,EL,Greece,2024,,10400720,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2000,,40470182,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2001,,40665542,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2002,,41035271,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2003,,41827836,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2004,,42547454,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2005,,43296332,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2006,,44009967,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2007,,44784658,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2008,,45668938,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2009,,46239273,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2010,,46486616,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2011,,46667173,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2012,,46818219,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2013,,46712650,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,TOTAL,Total,TOTAL,Total,NR,Number,T,Total,ES,Spain,2014,,46495744,,,,,
