STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_birth,Country/region of birth,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2016,,773649,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2017,,936883,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2018,,957976,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2019,,990469,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2020,,1022915,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2021,,1030012,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2022,,1050907,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2023,,1150590,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IE,Ireland,2024,,1211883,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2002,,2261729,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2003,,2417218,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2004,,2817326,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2005,,3169038,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2006,,3384810,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2007,,3563728,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2008,,3989058,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2009,,4358808,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2010,,4597046,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2011,,4834495,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2012,,5022967,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2013,,5220823,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2014,,5355018,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2015,,5383252,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2016,,5656510,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2017,,5770263,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2018,,5888837,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2019,,6069000,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2020,,6161391,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2021,,6262207,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2022,,6161003,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2023,,6417206,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,IT,Italy,2024,,6673604,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2002,,218241,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2003,,214034,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2004,,208317,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2005,,201209,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2006,,192071,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2007,,184703,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2008,,177836,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2009,,171179,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2010,,160772,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2011,,149544,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2012,,143675,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2013,,138297,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2014,,133746,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2015,,131929,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2016,,126264,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2017,,124964,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2018,,132127,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2019,,148679,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2020,,153697,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2021,,155586,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2022,,168787,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2023,,231822,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LT,Lithuania,2024,,268299,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2009,,159030,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2010,,163142,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2011,,166319,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2012,,216156,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2013,,227461,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2014,,237848,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2015,,248888,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2016,,260573,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2017,,270010,,b,break in time series,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2018,,280151,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2019,,290644,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2020,,301688,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2021,,309164,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2022,,318568,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2023,,333085,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LU,Luxembourg,2024,,342943,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2008,,335817,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2009,,324871,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2010,,313786,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2011,,302849,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2012,,289018,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2013,,279227,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2014,,271126,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2015,,265418,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2016,,258889,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2017,,251465,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2018,,246040,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2019,,241754,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2020,,236953,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2021,,230095,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2022,,223631,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2023,,241096,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,LV,Latvia,2024,,238614,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2009,,30474,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2010,,33008,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2011,,33591,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2012,,35121,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2013,,43331,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2014,,44019,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2015,,52536,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2016,,61525,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2017,,69437,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2018,,83245,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2019,,99436,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2020,,118994,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2021,,119556,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2022,,122742,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2023,,153361,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,MT,Malta,2024,,173781,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2009,,1793744,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2010,,1832510,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2011,,1868655,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2012,,1906295,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2013,,1927728,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2014,,1953436,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2015,,1996318,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2016,,2056520,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2017,,2137234,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2018,,2215849,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2019,,2298705,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2020,,2399804,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2021,,2451157,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2022,,2550837,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2023,,2776950,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,NL,Netherlands,2024,,2914939,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2009,,453248,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2010,,642417,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2011,,637408,,p,provisional,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2012,,630478,,p,provisional,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2013,,625363,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2014,,620308,,p,provisional,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2015,,611855,,p,provisional,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2016,,626396,,p,provisional,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2017,,651845,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2018,,695850,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2019,,760849,,,,,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2020,,849320,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_POP3CTB(1.0),"Population on 1 January by age group, sex and country of birth",A,Annual,FOR,Foreign country,TOTAL,Total,NR,Number,T,Total,PL,Poland,2021,,935740,,,,,
