STRUCTURE,STRUCTURE_ID,freq,citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BE,2024,41239,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2008,361,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2009,337,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2010,326,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2011,320,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2012,346,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2013,420,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2014,554,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2015,839,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2016,1085,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2017,1224,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2018,1469,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2019,1648,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2020,1835,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2021,2022,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2022,689,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2023,981,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,BG,2024,1712,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2009,2963,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2010,3223,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2011,3153,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2012,3058,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2013,3022,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2014,2751,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2015,2828,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2016,2870,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2017,2841,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2018,3127,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2019,2934,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2020,3056,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2021,2916,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2022,2981,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2023,4045,b,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CY,2024,4043,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2001,2261,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2002,2248,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2003,2760,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2007,4846,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2008,5160,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2009,5454,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2010,5536,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2011,5730,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2012,5687,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2013,5555,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2014,5742,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2015,6123,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2016,6502,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2017,7080,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2018,7572,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2019,8475,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2020,9315,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2021,8585,b,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2022,9434,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2023,23562,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,CZ,2024,25684,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,1999,204000,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2000,208200,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2004,208953,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2006,190001,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2007,199863,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2008,198318,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2009,193719,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2010,189123,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2011,156956,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2012,139118,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2013,123318,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2014,112668,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2015,109201,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2016,131401,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2017,148666,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2018,163730,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2019,179528,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2020,194586,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2021,208022,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DE,2022,224411,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,1998,8215,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,1999,8535,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2000,8786,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2001,8566,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2002,8824,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2003,8605,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2004,8678,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2007,7814,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2008,7927,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2009,8020,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2010,7822,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2011,7956,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2012,7766,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2013,7751,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2014,7955,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2015,8196,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2016,8821,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2017,9181,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2018,9677,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2019,10461,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2020,11126,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2021,11501,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2022,12015,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2023,14227,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,DK,2024,14675,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2009,1593,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2010,1486,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2011,1409,b,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2012,1418,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2013,1377,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2014,1380,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2015,1410,b,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2016,1458,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2017,1387,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2018,1396,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2019,1503,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2020,1589,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2021,1673,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2022,1741,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2023,3512,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EE,2024,3872,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,1998,1602,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2004,22508,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2009,22811,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2010,22916,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2011,23074,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2012,22980,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2013,22560,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2014,22951,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2015,23091,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2016,23371,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2017,23044,,
dataflow,ESTAT:MIGR_POP1CTZ(1.0),A,FOR_STLS,Y10-14,NR,F,EL,2018,21723,,
